Employee_ID,Country,Department,Salary,Bonus,Overtime,Attendance,Experience,Leaves,Tax,Net_Pay,Total_Pay,Pay_Deviation,Tax_Ratio,Attendance_Ratio,Risk_Score,Fraud_Label
2204,UAE,Operations,157526,12707,18403,30,18,2,7876.3,180759.7,188636,-7876.299999999988,0.05,1.0,0.41156132955829516,0
2205,UAE,IT,173594,15140,10932,23,12,9,8679.7,190986.3,199666,-8679.700000000012,0.05,0.7666666666666667,0.3838352131986128,0
2206,UAE,Sales,63575,13093,815,30,9,9,3178.75,74304.25,77483,-3178.75,0.05,1.0,0.4368537160833661,0
2207,USA,Finance,28192,18500,14510,24,18,1,7048.0,54154.0,61202,-7048.0,0.25,0.8,0.993161180476731,0
2208,UK,HR,136116,8507,12289,30,13,9,29945.52,126966.48,156912,-29945.520000000004,0.22,1.0,0.3319186870022628,0
2209,UAE,Finance,152874,34586,4734,18,14,6,7643.700000000001,310046.33880282723,192194,117852.33880282723,0.05,0.6,0.7082205060432,1
2210,UAE,IT,106311,7830,2753,22,10,4,5315.55,111578.45,116894,-5315.550000000003,0.05,0.7333333333333333,0.3520937156079803,0
2211,USA,IT,166474,32608,6505,20,3,0,41618.5,163968.5,205587,-41618.5,0.25,0.6666666666666666,0.3855572041279719,0
2212,USA,Finance,105781,39329,11559,27,7,11,26445.25,130223.75,156669,-26445.25,0.25,0.9,0.5508212722511604,0
2213,UAE,Sales,61527,26511,14905,27,18,9,3076.3500000000004,99866.65,102943,-3076.350000000006,0.05,0.9,0.731969623092301,0
2214,India,IT,77181,35427,4685,30,16,7,15436.2,101856.8,117293,-15436.199999999997,0.2,1.0,0.5977292338788044,0
2215,UAE,Finance,116472,20506,16585,23,17,2,5823.6,147739.4,153563,-5823.600000000006,0.05,0.7666666666666667,0.4936784806648808,0
2216,UAE,HR,183074,30395,17388,21,6,10,9153.7,221703.3,230857,-9153.700000000012,0.05,0.7,0.45820482427870696,0
2217,USA,Finance,106219,29126,17696,30,12,6,26554.75,126486.25,153041,-26554.75,0.25,1.0,0.5169044615370132,0
2218,USA,Finance,168532,31466,18409,30,19,5,42133.0,176274.0,218407,-42133.0,0.25,1.0,0.4212333562765528,0
2219,UAE,Operations,144783,19970,19517,26,3,9,7239.150000000001,177030.85,184270,-7239.149999999994,0.05,0.8666666666666667,0.46243243336579565,0
2220,UAE,IT,186554,6682,11765,24,3,11,9327.7,195673.3,205001,-9327.700000000012,0.05,0.8,0.34791154303847677,0
2221,UAE,Sales,172519,12939,4221,21,18,5,8625.95,181053.05,189679,-8625.950000000012,0.05,0.7,0.35218042650374737,0
2222,USA,Sales,108265,10826,15327,30,11,7,27066.25,107351.75,134418,-27066.25,0.25,1.0,0.3799383457257655,0
2223,UAE,Operations,75126,25371,3671,28,6,11,3756.3,100411.7,104168,-3756.300000000003,0.05,0.9333333333333333,0.5507175944413385,0
2224,UAE,Sales,45545,31946,4941,23,19,3,2277.25,80154.75,82432,-2277.25,0.05,0.7666666666666667,0.8410829948402678,0
2225,Germany,Finance,80114,26359,12466,19,5,3,24034.2,194428.33210515388,118939,75489.33210515388,0.3,0.6333333333333333,0.9063571864037019,1
2226,India,Operations,118740,21266,17988,20,13,11,23748.0,134246.0,157994,-23748.0,0.2,0.6666666666666666,0.45626242209870305,0
2227,UK,HR,38890,21195,18286,28,5,2,8555.8,69815.2,78371,-8555.800000000003,0.21999999999999997,0.9333333333333333,0.8976178966315247,0
2228,India,IT,146284,29315,12191,24,3,0,29256.800000000003,158533.2,187790,-29256.79999999999,0.2,0.8,0.43028123376445815,0
2229,Germany,IT,77482,20268,4588,28,19,9,23244.6,79093.4,102338,-23244.600000000006,0.3,0.9333333333333333,0.4286365865620402,0
2230,UK,IT,157812,11710,10811,29,17,2,34718.64,145614.36,180333,-34718.640000000014,0.22,0.9666666666666667,0.32704488885509336,0
2231,UAE,Finance,186193,16161,18733,21,22,0,9309.65,422098.2513635884,221087,201011.25136358838,0.049999999999999996,0.7,0.7449999484893445,1
2232,Germany,HR,167290,33821,7928,29,3,5,50187.0,158852.0,209039,-50187.0,0.3,0.9666666666666667,0.37995337437981946,0
2233,UAE,Operations,96591,11729,15325,27,15,7,4829.55,118815.45,123645,-4829.550000000003,0.05,0.9,0.4651958774627035,0
2234,USA,Operations,113241,28913,7120,24,17,2,28310.25,120963.75,149274,-28310.25,0.25,0.8,0.4414507554684257,0
2235,Germany,IT,59722,24184,14274,26,13,11,17916.6,80263.4,98180,-17916.600000000006,0.3,0.8666666666666667,0.6368644720538494,0
2236,USA,HR,74431,25279,4719,30,14,3,18607.75,85821.25,104429,-18607.75,0.25,1.0,0.5007815963778532,0
2237,Germany,HR,67000,28570,8081,22,16,4,20100.0,83551.0,103651,-20100.0,0.3,0.7333333333333333,0.5808597014925373,0
2238,Germany,HR,96975,37133,14550,18,11,6,29092.5,284346.6641379616,148658,135688.66413796158,0.3,0.6,1.0778262360545343,1
2239,USA,Sales,55921,15195,16354,22,17,11,13980.25,73489.75,87470,-13980.25,0.25,0.7333333333333333,0.5906747912233329,0
2240,UK,Sales,124265,19238,10864,23,5,10,27338.3,127028.7,154367,-27338.300000000003,0.22,0.7666666666666667,0.394825654850521,0
2241,India,IT,113747,17552,19061,28,21,5,22749.4,127610.6,150360,-22749.399999999994,0.2,0.9333333333333333,0.44855934662013064,0
2242,UAE,HR,186686,4728,16931,19,15,1,9334.300000000001,199010.7,208345,-9334.299999999988,0.05,0.6333333333333333,0.3571435994129179,0
2243,Germany,HR,42601,25557,12624,25,18,6,12780.3,68001.7,80782,-12780.300000000003,0.3,0.8333333333333334,0.8077394896833408,0
2244,UAE,Operations,118332,6938,3361,30,16,7,5916.6,122714.4,128631,-5916.600000000006,0.05,1.0,0.34308403474968735,0
2245,USA,Operations,148254,33202,13707,19,14,11,37063.5,158099.5,195163,-37063.5,0.25,0.6333333333333333,0.4372411536956844,0
2246,UAE,IT,176586,2131,1924,26,14,0,8829.300000000001,171811.7,180641,-8829.299999999988,0.05,0.8666666666666667,0.29998476662929113,0
2247,USA,HR,144004,27692,12647,30,13,5,36001.0,148342.0,184343,-36001.0,0.25,1.0,0.41230451931890777,0
2248,UAE,IT,172364,21977,6681,19,1,10,8618.2,192403.8,201022,-8618.200000000012,0.05,0.6333333333333333,0.39750899259706207,0
2249,India,Operations,187582,35061,2701,20,6,8,37516.4,187827.6,225344,-37516.399999999994,0.2,0.6666666666666666,0.37947660223262364,0
2250,India,Operations,53000,29264,14175,25,23,6,10600.0,85839.0,96439,-10600.0,0.2,0.8333333333333334,0.786977358490566,0
2251,India,Sales,155439,27575,10122,28,11,4,31087.800000000003,162048.2,193136,-31087.79999999999,0.2,0.9333333333333333,0.4032518222582493,0
2252,India,IT,144277,16727,16805,23,11,9,28855.4,148953.6,177809,-28855.399999999994,0.2,0.7666666666666667,0.3910420926412387,0
2253,India,IT,55383,12488,16719,18,16,10,11076.6,73513.4,84590,-11076.600000000006,0.2,0.6,0.5789668309770146,0
2254,India,HR,167857,22069,9718,21,24,9,33571.4,166072.6,199644,-33571.399999999994,0.2,0.7,0.36676921427167175,0
2255,USA,HR,65910,26400,56,22,3,8,16477.5,75888.5,92366,-16477.5,0.25,0.7333333333333333,0.5058921256258535,0
2256,Germany,Sales,195100,26146,13973,28,17,1,58530.0,176689.0,235219,-58530.0,0.3,0.9333333333333333,0.3467811378780113,0
2257,UAE,Finance,180927,8846,15352,20,22,6,9046.35,196078.65,205125,-9046.350000000006,0.05,0.6666666666666666,0.37013599407495834,0
2258,India,Finance,49281,25694,15052,18,14,8,9856.2,80170.8,90027,-9856.199999999997,0.2,0.6,0.7882234532578478,0
2259,USA,Finance,138838,23740,3147,20,2,1,34709.5,131015.5,165725,-34709.5,0.25,0.6666666666666666,0.3582934787306069,0
2260,USA,IT,29841,32996,3537,30,9,10,7460.25,58913.75,66374,-7460.25,0.25,1.0,1.0701258335846653,0
2261,USA,IT,122204,34125,721,26,8,9,30551.0,126499.0,157050,-30551.0,0.25,0.8666666666666667,0.42401230728945044,0
2262,Germany,Operations,85155,24970,12269,19,11,5,25546.5,96847.5,122394,-25546.5,0.3,0.6333333333333333,0.501708061769714,0
2263,UAE,IT,182990,12895,16769,18,7,8,9149.5,203504.5,212654,-9149.5,0.05,0.6,0.38931116454451065,0
2264,Germany,IT,81313,24258,19201,24,22,2,24393.899999999998,100378.1,124772,-24393.899999999994,0.3,0.8,0.5605122182184891,0
2265,UK,IT,136688,25354,7426,30,2,7,30071.36,139396.64,169468,-30071.359999999986,0.22,1.0,0.39643854617815755,0
2266,USA,Sales,173515,32641,13788,24,4,4,43378.75,176565.25,219944,-43378.75,0.25,0.8,0.40435913321614847,0
2267,UK,IT,188322,10444,14007,22,23,6,41430.840000000004,171342.16,212773,-41430.84,0.22000000000000003,0.7333333333333333,0.31744749949554485,0
2268,India,HR,157994,11611,11079,19,14,11,31598.800000000003,149085.2,180684,-31598.79999999999,0.2,0.6333333333333333,0.3335168424117372,0
2269,India,HR,56976,12528,14346,18,13,2,11395.2,72454.8,83850,-11395.199999999997,0.2,0.6,0.5449915754001684,0
2270,Germany,Operations,168063,2999,7115,30,22,7,50418.9,127758.1,178177,-50418.899999999994,0.3,1.0,0.2478923379923005,0
2271,UAE,Sales,129405,5760,10911,22,13,1,6470.25,139605.75,146076,-6470.25,0.05,0.7333333333333333,0.3667480004636606,0
2272,UK,HR,78744,38884,259,27,13,7,17323.68,100563.32,117887,-17323.679999999993,0.22,0.9,0.5816353753936808,0
2273,UAE,Sales,178805,39179,8791,21,5,1,8940.25,217834.75,226775,-8940.25,0.05,0.7,0.46788023265568635,0
2274,Germany,Sales,27473,23941,7536,26,12,6,8241.9,50708.1,58950,-8241.900000000001,0.3,0.8666666666666667,0.9845895970589306,0
2275,India,Operations,164180,28022,19639,22,6,1,32836.0,179005.0,211841,-32836.0,0.2,0.7333333333333333,0.4312461932025825,0
2276,UAE,Sales,53715,38451,8947,28,22,6,2685.75,98427.25,101113,-2685.75,0.05,0.9333333333333333,0.88602206087685,0
2277,UAE,IT,188282,28521,11769,27,14,0,9414.1,219157.9,228572,-9414.100000000006,0.05,0.9,0.4285405402534496,0
2278,India,Sales,62317,31639,19541,29,8,5,12463.400000000001,101033.6,113497,-12463.399999999994,0.2,0.9666666666666667,0.7835418906558402,0
2279,UK,Operations,90516,36621,10950,29,24,9,19913.52,118173.48,138087,-19913.520000000004,0.22,0.9666666666666667,0.5897901365504441,0
2280,India,Operations,189434,33449,16860,19,22,6,37886.8,201856.2,239743,-37886.79999999999,0.2,0.6333333333333333,0.41700254442180396,0
2281,UAE,Operations,79604,15079,5283,21,8,3,3980.2000000000003,95985.8,99966,-3980.199999999997,0.05,0.7,0.4574172152153158,0
2282,UK,HR,29889,8895,9791,30,7,10,6575.58,41999.42,48575,-6575.580000000002,0.22,1.0,0.6388680116430794,0
2283,UK,IT,98748,29979,2359,29,17,10,21724.56,109361.44,131086,-21724.559999999998,0.22,0.9666666666666667,0.4608471260177421,0
2284,India,HR,56971,14552,7405,26,21,0,11394.2,67533.8,78928,-11394.199999999997,0.2,0.8666666666666667,0.49678678625967604,0
2285,UAE,Finance,75551,29394,17645,25,11,11,3777.55,118812.45,122590,-3777.550000000003,0.05,0.8333333333333334,0.6974736932667999,0
2286,Germany,IT,159273,34276,14357,20,10,5,47781.9,160124.1,207906,-47781.899999999994,0.3,0.6666666666666666,0.4147264759249842,0
2287,UAE,Sales,133957,35630,6323,25,13,3,6697.85,169212.15,175910,-6697.850000000006,0.05,0.8333333333333334,0.4995076405115074,0
2288,USA,Operations,114882,6527,5937,30,10,2,28720.5,98625.5,127346,-28720.5,0.25,1.0,0.29577784161139253,0
2289,Germany,Finance,62958,14247,17966,19,21,3,18887.399999999998,76283.6,95171,-18887.399999999994,0.3,0.6333333333333333,0.539624511579148,0
2290,UK,IT,30681,19603,11030,20,14,5,6749.82,54564.18,61314,-6749.82,0.22,0.6666666666666666,0.8969542713731624,0
2291,Germany,HR,126982,38563,17882,22,9,4,38094.6,261554.79898452983,183427,78127.79898452983,0.3,0.7333333333333333,0.7816559803386225,1
2292,UK,Operations,71870,2527,13003,28,7,1,15811.4,71588.6,87400,-15811.399999999994,0.22,0.9333333333333333,0.3671668289967998,0
2293,UK,HR,153396,4922,10578,29,7,1,33747.12,135148.88,168896,-33747.119999999995,0.22000000000000003,0.9666666666666667,0.2978360843829044,0
2294,Germany,IT,92203,7849,12979,27,18,2,27660.899999999998,85370.1,113031,-27660.899999999994,0.3,0.9,0.35404845829311415,0
2295,UK,IT,184224,32300,2209,27,16,10,40529.28,178203.72,218733,-40529.28,0.22,0.9,0.3639255254472815,0
2296,UK,Finance,75061,29780,12060,25,8,5,16513.420000000002,159439.29169402237,116901,42538.291694022366,0.22000000000000003,0.8333333333333334,0.8441372684644051,1
2297,USA,Sales,83235,30140,7228,18,16,11,20808.75,99794.25,120603,-20808.75,0.25,0.6,0.5305781822550609,0
2298,UAE,HR,62890,19230,9300,21,19,0,3144.5,88275.5,91420,-3144.5,0.05,0.7,0.5877667355700429,0
2299,UAE,Finance,115073,28693,8681,18,15,10,5753.650000000001,146693.35,152447,-5753.649999999994,0.05,0.6,0.5048056885629122,0
2300,USA,Operations,86401,8959,8196,18,15,6,21600.25,81955.75,103556,-21600.25,0.25,0.6,0.35449965856876653,0
2301,Germany,Sales,36217,37854,8267,29,6,7,10865.1,71472.9,82338,-10865.100000000006,0.3,0.9666666666666667,1.0785976199022558,0
2302,India,Finance,73351,21667,5372,22,9,6,14670.2,121080.57718456302,100390,20690.577184563022,0.2,0.7333333333333333,0.6353365755800044,0
2303,India,HR,58741,28401,6150,23,15,10,11748.2,81543.8,93292,-11748.199999999997,0.2,0.7666666666666667,0.6412648746190905,0
2304,India,IT,176726,5323,10920,18,7,2,35345.200000000004,157623.8,192969,-35345.20000000001,0.2,0.6,0.29815839208718575,0
2305,USA,Operations,26408,2445,16001,28,8,5,6602.0,38252.0,44854,-6602.0,0.25,0.9333333333333333,0.6533588306573765,0
2306,USA,HR,67903,19409,16856,23,18,3,16975.75,87192.25,104168,-16975.75,0.25,0.7666666666666667,0.5740258162378687,0
2307,UK,Sales,132042,11963,15147,22,21,4,29049.24,130102.76,159152,-29049.240000000005,0.22,0.7333333333333333,0.366248072582966,0
2308,India,Sales,157290,17437,17221,21,16,2,31458.0,160490.0,191948,-31458.0,0.2,0.7,0.3832926441604679,0
2309,Germany,IT,147189,18855,1186,27,15,4,44156.7,123073.3,167230,-44156.7,0.3,0.9,0.30450502415262004,0
2310,Germany,IT,134268,18411,6461,22,3,5,40280.4,118859.6,159140,-40280.399999999994,0.3,0.7333333333333333,0.3348570024130843,0
2311,India,Operations,55105,12847,17865,25,1,7,11021.0,74796.0,85817,-11021.0,0.2,0.8333333333333334,0.5977152708465656,0
2312,India,Operations,94634,5236,11464,26,13,11,18926.8,92407.2,111334,-18926.800000000003,0.19999999999999998,0.8666666666666667,0.35141450218737447,0
2313,India,IT,142426,15487,14052,28,22,5,28485.2,143479.8,171965,-28485.20000000001,0.2,0.9333333333333333,0.37531307485992726,0
2314,USA,IT,163691,13848,7332,29,12,8,40922.75,143948.25,184871,-40922.75,0.25,0.9666666666666667,0.3110939208630896,0
2315,USA,Sales,168011,15155,16615,19,9,9,42002.75,157778.25,199781,-42002.75,0.25,0.6333333333333333,0.3474770997137092,0
2316,USA,IT,43226,13255,327,23,2,9,10806.5,46001.5,56808,-10806.5,0.25,0.7666666666666667,0.44418983944848006,0
2317,UAE,Finance,50322,3979,5239,20,9,9,2516.1000000000004,57023.9,59540,-2516.0999999999985,0.05000000000000001,0.6666666666666666,0.4028152696633679,0
2318,Germany,HR,142504,23305,17333,19,8,9,42751.2,140390.8,183142,-42751.20000000001,0.3,0.6333333333333333,0.39745649244933473,0
2319,Germany,IT,83215,11007,10078,29,5,3,24964.5,79335.5,104300,-24964.5,0.3,0.9666666666666667,0.3752550621883074,0
2320,UK,Operations,172950,37094,7038,30,13,1,38049.0,179033.0,217082,-38049.0,0.22,1.0,0.4085510263081816,0
2321,USA,Finance,162632,37098,8048,18,2,11,40658.0,167120.0,207778,-40658.0,0.25,0.6,0.4143686359388067,0
2322,UAE,Operations,194350,26030,14954,21,10,8,9717.5,225616.5,235334,-9717.5,0.05,0.7,0.4249197324414716,0
2323,UAE,Finance,192284,35770,2297,25,6,10,9614.2,220736.8,230351,-9614.200000000012,0.05,0.8333333333333334,0.4223863660002913,0
2324,Germany,IT,119835,11734,17691,20,7,2,35950.5,113309.5,149260,-35950.5,0.3,0.6666666666666666,0.3671193724704802,0
2325,USA,HR,98079,8448,12703,22,3,10,24519.75,94710.25,119230,-24519.75,0.25,0.7333333333333333,0.3630050775395344,0
2326,UK,Operations,48946,14396,2779,27,14,6,10768.12,55352.88,66121,-10768.120000000003,0.22000000000000003,0.9,0.4739501491439545,0
2327,USA,Finance,187812,29881,13706,22,16,3,46953.0,184446.0,231399,-46953.0,0.25,0.7333333333333333,0.380156752497178,0
2328,India,Sales,135733,33177,13225,22,6,11,27146.600000000002,154988.4,182135,-27146.600000000006,0.2,0.7333333333333333,0.46956023958801474,0
2329,USA,IT,32253,37297,7318,28,22,11,8063.25,68804.75,76868,-8063.25,0.25,0.9333333333333333,1.1706081604811955,0
2330,India,HR,104311,38680,19720,26,8,0,20862.2,141848.8,162711,-20862.20000000001,0.2,0.8666666666666667,0.6129999712398501,0
2331,India,IT,57813,19916,13531,25,1,7,11562.6,79697.4,91260,-11562.600000000006,0.2,0.8333333333333334,0.6215716188400533,0
2332,UK,Sales,183704,33239,5335,25,20,11,40414.88,181863.12,222278,-40414.880000000005,0.21999999999999997,0.8333333333333334,0.37808123938509774,0
2333,Germany,HR,73365,36189,9530,30,15,3,22009.5,97074.5,119084,-22009.5,0.3,1.0,0.633230423226334,0
2334,USA,Sales,92593,15510,7502,30,17,10,23148.25,92456.75,115605,-23148.25,0.25,1.0,0.39086783018154714,0
2335,India,IT,189503,26966,1649,18,24,5,37900.6,180217.4,218118,-37900.600000000006,0.19999999999999998,0.6,0.34483000269125025,0
2336,USA,Finance,193508,24152,13472,18,18,6,48377.0,182755.0,231132,-48377.0,0.25,0.6,0.3541398805217355,0
2337,Germany,IT,174485,21202,2862,19,24,7,52345.5,146203.5,198549,-52345.5,0.3,0.6333333333333333,0.3048998481244806,0
2338,Germany,IT,63485,28445,917,25,3,9,19045.5,73801.5,92847,-19045.5,0.3,0.8333333333333334,0.5323076317240293,0
2339,UAE,IT,136504,13152,12444,27,24,1,6825.200000000001,155274.8,162100,-6825.200000000012,0.05,0.9,0.4071414757076715,0
2340,Germany,Operations,41101,7617,8353,18,6,8,12330.3,44740.7,57071,-12330.300000000003,0.3,0.6,0.46166540960073965,0
2341,UK,Sales,33831,3195,5449,21,17,9,7442.82,35032.18,42475,-7442.82,0.22,0.7,0.39674718453489405,0
2342,India,Sales,76897,27433,2811,26,23,2,15379.400000000001,91761.6,107141,-15379.399999999994,0.2,0.8666666666666667,0.5116581921271312,0
2343,UAE,Sales,30004,7305,3421,19,13,0,1500.2,39229.8,40730,-1500.199999999997,0.05,0.6333333333333333,0.5238381549126783,0
2344,UK,Operations,70924,10077,9290,20,23,1,15603.28,74687.72,90291,-15603.279999999999,0.22,0.6666666666666666,0.41204833342733066,0
2345,USA,Finance,177581,33385,2721,28,22,7,44395.25,169291.75,213687,-44395.25,0.25,0.9333333333333333,0.3657926523670888,0
2346,India,IT,62170,39968,10892,23,17,9,12434.0,100596.0,113030,-12434.0,0.2,0.7666666666666667,0.7951359176451664,0
2347,Germany,Finance,68555,35062,19637,30,21,5,20566.5,102687.5,123254,-20566.5,0.3,1.0,0.7398752826197943,0
2348,India,Operations,170734,8097,15256,28,16,10,34146.8,159940.2,194087,-34146.79999999999,0.2,0.9333333333333333,0.32681047711645017,0
2349,USA,Sales,143115,8678,788,27,17,0,35778.75,116802.25,152581,-35778.75,0.25,0.9,0.27074922265311113,0
2350,UAE,IT,129216,34121,16640,20,1,10,6460.8,173516.2,179977,-6460.799999999988,0.05,0.6666666666666666,0.5471091815255077,0
2351,UAE,HR,90930,23404,4025,21,16,8,4546.5,113812.5,118359,-4546.5,0.05,0.7,0.4917282525019246,0
2352,UAE,HR,61365,7743,6741,26,6,6,3068.25,72780.75,75849,-3068.25,0.05,0.8666666666666667,0.4392361280860425,0
2353,Germany,Finance,87188,18494,3654,26,8,9,26156.399999999998,83179.6,109336,-26156.399999999994,0.3,0.8666666666666667,0.38362710464742855,0
2354,UK,Sales,123633,11678,13580,27,1,10,27199.26,121691.74,148891,-27199.259999999995,0.21999999999999997,0.9,0.36602462125807833,0
2355,UK,HR,182745,39632,7660,22,2,2,40203.9,189833.1,230037,-40203.899999999994,0.22,0.7333333333333333,0.4109591507291581,0
2356,India,Finance,88471,3648,3251,24,15,6,17694.2,77675.8,95370,-17694.199999999997,0.2,0.8,0.29091159815080647,0
2357,Germany,Operations,173228,17677,5268,26,5,5,51968.4,144204.6,196173,-51968.399999999994,0.3,0.8666666666666667,0.29967776571916777,0
2358,UAE,Finance,82287,24765,11781,25,24,2,4114.35,114718.65,118833,-4114.350000000006,0.05,0.8333333333333334,0.5815729702140071,0
2359,UAE,Finance,157717,4381,13489,28,20,7,7885.85,167701.15,175587,-7885.850000000006,0.05,0.9333333333333333,0.3557602858284141,0
2360,USA,Finance,84076,18489,15131,24,15,0,21019.0,96677.0,117696,-21019.0,0.25,0.8,0.48691659926732955,0
2361,USA,IT,141475,13745,7562,29,21,4,35368.75,127413.25,162782,-35368.75,0.25,0.9666666666666667,0.32507916593037633,0
2362,UAE,Finance,75151,7818,15987,25,10,7,3757.55,95198.45,98956,-3757.550000000003,0.05,0.8333333333333334,0.4854604063818179,0
2363,UAE,Finance,92384,35149,14391,22,5,2,4619.2,137304.8,141924,-4619.200000000012,0.049999999999999996,0.7333333333333333,0.644790656390717,0
2364,Germany,IT,124865,29312,2152,22,3,10,37459.5,118869.5,156329,-37459.5,0.3,0.7333333333333333,0.3846654386737677,0
2365,UK,IT,58541,39124,8738,22,6,9,12879.02,93523.98,106403,-12879.020000000004,0.22,0.7333333333333333,0.791380297569225,0
2366,USA,Operations,97847,3316,7888,18,21,10,24461.75,84589.25,109051,-24461.75,0.25,0.6,0.29709214385724647,0
2367,UK,Sales,75955,7454,10096,23,15,11,16710.1,76794.9,93505,-16710.100000000006,0.21999999999999997,0.7666666666666667,0.3824484234085972,0
2368,Germany,HR,165362,15107,5474,22,18,5,49608.6,136334.4,185943,-49608.600000000006,0.3,0.7333333333333333,0.2938118793918796,0
2369,UAE,HR,186215,6074,488,25,14,9,9310.75,183466.25,192777,-9310.75,0.05,0.8333333333333334,0.30940512311038315,0
2370,UK,Finance,180581,23188,18206,25,10,10,39727.82,182247.18,221975,-39727.82000000001,0.22,0.8333333333333334,0.3843768392023524,0
2371,UAE,Operations,112780,33968,5622,19,4,1,5639.0,146731.0,152370,-5639.0,0.05,0.6333333333333333,0.5257412661819472,0
2372,UAE,Finance,192813,25102,19505,28,11,8,9640.65,227779.35,237420,-9640.649999999994,0.049999999999999996,0.9333333333333333,0.4368279369129675,0
2373,India,HR,182970,33957,3774,23,20,1,36594.0,184107.0,220701,-36594.0,0.2,0.7666666666666667,0.3822872602065912,0
2374,UK,IT,124919,14872,6446,29,7,4,27482.18,118754.82,146237,-27482.179999999993,0.22,0.9666666666666667,0.34829806514621475,0
2375,UK,Sales,137854,10349,19836,28,15,2,30327.88,137711.12,168039,-30327.880000000005,0.22,0.9333333333333333,0.372885342463766,0
2376,UAE,Operations,86768,21693,8572,27,23,9,4338.400000000001,112694.6,117033,-4338.399999999994,0.05000000000000001,0.9,0.5192833763599484,0
2377,Germany,IT,68262,34627,7833,27,9,11,20478.6,90243.4,110722,-20478.600000000006,0.3,0.9,0.6339357182619905,0
2378,India,Sales,161578,12760,10258,23,15,8,32315.600000000002,152280.4,184596,-32315.600000000006,0.2,0.7666666666666667,0.33337162237433315,0
2379,UAE,Operations,45605,13584,12416,20,12,8,2280.25,69324.75,71605,-2280.25,0.05,0.6666666666666666,0.6568539633812083,0
2380,USA,Operations,103590,4106,4887,18,18,6,25897.5,86685.5,112583,-25897.5,0.25,0.6,0.28105174244618203,0
2381,USA,HR,53231,15669,19374,24,6,9,13307.75,74966.25,88274,-13307.75,0.25,0.8,0.6494274952565234,0
2382,India,IT,104397,27223,19831,27,18,4,20879.4,130571.6,151451,-20879.399999999994,0.2,0.9,0.5365094782417119,0
2383,Germany,Operations,102123,37706,16605,22,18,8,30636.899999999998,125797.1,156434,-30636.899999999994,0.3,0.7333333333333333,0.5660138264641658,0
2384,UAE,Operations,38515,4483,15684,29,22,6,1925.75,56756.25,58682,-1925.75,0.05,0.9666666666666667,0.6108081267038815,0
2385,UK,Sales,112211,29482,617,29,24,1,24686.420000000002,117623.58,142310,-24686.42,0.22000000000000003,0.9666666666666667,0.4212151571592803,0
2386,India,HR,194694,36143,13636,27,6,9,38938.8,205534.2,244473,-38938.79999999999,0.2,0.9,0.41197088764933687,0
2387,Germany,Finance,41600,26240,2570,22,15,0,12480.0,57930.0,70410,-12480.0,0.3,0.7333333333333333,0.6886057692307692,0
2388,UK,HR,183964,12015,6309,28,19,9,40472.08,161815.91999999998,202288,-40472.080000000016,0.22,0.9333333333333333,0.3002950359853015,0
2389,USA,Finance,94310,18628,19139,25,5,9,23577.5,108499.5,132077,-23577.5,0.25,0.8333333333333334,0.48502544799066905,0
2390,USA,IT,177873,27443,2790,29,4,3,44468.25,163637.75,208106,-44468.25,0.25,0.9666666666666667,0.34241017467518964,0
2391,UK,IT,193767,32819,7826,22,17,9,42628.74,191783.26,234412,-42628.73999999999,0.22,0.7333333333333333,0.3767946967233843,0
2392,India,Operations,184925,17060,12134,22,21,7,36985.0,177134.0,214119,-36985.0,0.2,0.7333333333333333,0.34394700554278756,0
2393,USA,IT,160501,29437,19693,18,10,5,40125.25,169505.75,209631,-40125.25,0.25,0.6,0.42700310278440634,0
2394,UAE,Operations,160678,12654,4054,19,12,1,8033.900000000001,169352.1,177386,-8033.899999999994,0.05,0.6333333333333333,0.35526599783417767,0
2395,UK,HR,160550,16253,16090,22,5,4,35321.0,157572.0,192893,-35321.0,0.22,0.7333333333333333,0.36499408284023666,0
2396,UK,IT,139380,13565,7681,24,7,8,30663.6,129962.4,160626,-30663.600000000006,0.22,0.8,0.33519170612713445,0
2397,USA,HR,196206,29597,15569,20,12,5,49051.5,192320.5,241372,-49051.5,0.25,0.6666666666666666,0.3782027562867598,0
2398,India,HR,136780,29768,6508,29,23,5,27356.0,145700.0,173056,-27356.0,0.2,0.9666666666666667,0.42089194326655943,0
2399,UAE,IT,181547,2087,16608,18,2,6,9077.35,191164.65,200242,-9077.350000000006,0.05,0.6,0.34793521787746423,0
2400,India,HR,91177,11432,10433,28,20,10,18235.4,94806.6,113042,-18235.399999999994,0.2,0.9333333333333333,0.39642322076839553,0
2401,Germany,IT,177802,10764,12344,29,17,4,53340.6,147569.4,200910,-53340.600000000006,0.3,0.9666666666666667,0.2940328005309276,0
2402,Germany,IT,177185,2178,11888,19,13,2,53155.5,138095.5,191251,-53155.5,0.3,0.6333333333333333,0.2588607952140418,0
2403,USA,IT,176083,28301,19734,20,5,2,44020.75,180097.25,224118,-44020.75,0.25,0.6666666666666666,0.4047510265045462,0
2404,USA,Finance,80746,37408,3827,29,5,4,20186.5,101794.5,121981,-20186.5,0.25,0.9666666666666667,0.5777332623287841,0
2405,USA,HR,148075,33913,17787,26,20,3,37018.75,162756.25,199775,-37018.75,0.25,0.8666666666666667,0.4573910180651697,0
2406,Germany,Sales,198925,20732,16257,25,12,4,59677.5,176236.5,235914,-59677.5,0.3,0.8333333333333334,0.33198868920447405,0
