Employee_ID,Salary,Bonus,Overtime,Attendance,Experience,Leaves,Tax,Net_Pay,anomaly,Validation_Flag,Total_Pay,Pay_Deviation,Tax_Ratio,Attendance_Ratio,Risk_Score,Fraud_Label,Country_India,Country_UAE,Country_UK,Country_USA,Department_HR,Department_IT,Department_Ops,Department_Sales,Anomaly,Cluster,Decision
2914,172127,7416,7120,22,12,9,37867.94,148795.06,1,Valid,186663,-37867.94,0.22,0.7333333333333333,0.28897801042253685,0,False,False,True,False,True,False,False,False,1,2,Approve
2915,117594,11490,14274,25,24,6,25870.68,117487.32,1,Valid,143358,-25870.679999999993,0.22,0.8333333333333334,0.3752265931935303,0,False,False,True,False,False,False,True,False,1,1,Approve
2916,190499,16683,4719,27,1,8,38099.8,173801.2,1,Valid,211901,-38099.79999999999,0.2,0.9,0.31616575415094045,0,True,False,False,False,False,False,False,False,1,2,Approve
2917,146916,10839,8081,25,14,1,7345.8,158490.2,1,Valid,165836,-7345.799999999988,0.05,0.8333333333333334,0.36964632851425305,0,False,True,False,False,False,False,False,True,1,0,Approve
2918,150308,29992,14550,19,11,8,33067.76,161782.24,1,Valid,194850,-33067.76000000001,0.22,0.6333333333333333,0.4317566064347872,0,False,False,True,False,False,True,False,False,1,2,Approve
2919,112516,49938,16354,26,18,6,24753.52,154054.48,1,Valid,178808,-24753.51999999999,0.22,0.8666666666666667,0.6318900778555939,0,False,False,True,False,False,False,False,True,1,1,Approve
2920,94666,49735,10864,23,22,1,20826.52,134438.48,1,Valid,155265,-20826.51999999999,0.22,0.7666666666666667,0.6706182156212368,0,False,False,True,False,True,False,False,False,1,3,Approve
2921,148294,42777,19061,26,5,9,7414.700000000001,202717.3,1,Valid,210132,-7414.700000000012,0.05,0.8666666666666667,0.5640436565201559,0,False,True,False,False,True,False,False,False,1,0,Approve
2922,40866,13924,16931,21,15,1,2043.3000000000002,69677.7,1,Valid,71721,-2043.300000000003,0.05,0.7,0.7720895120638183,0,False,True,False,False,False,False,False,True,1,0,Approve
2923,33889,20921,12624,20,7,3,6777.8,60656.2,1,Valid,67434,-6777.800000000003,0.2,0.6666666666666666,0.8956434241199209,0,True,False,False,False,False,False,True,False,1,3,Review
2924,148194,29260,3361,22,14,1,44458.2,136356.8,1,Valid,180815,-44458.20000000001,0.3,0.7333333333333333,0.36181856215501296,0,False,False,False,False,True,False,False,False,1,2,Approve
2925,154714,33380,13707,22,20,0,34037.08,167763.91999999998,1,Valid,201801,-34037.080000000016,0.22,0.7333333333333333,0.43818449526222575,0,False,False,True,False,True,False,False,False,1,2,Approve
2926,61335,23811,1924,21,8,5,18400.5,68669.5,1,Valid,87070,-18400.5,0.3,0.7,0.5005698214722425,0,False,False,False,False,False,False,False,True,1,3,Approve
2927,80547,10721,12647,30,4,9,4027.3500000000004,262440.43157959566,-1,Valid,103915,158525.43157959566,0.05,1.0,1.077813319849016,1,False,True,False,False,True,False,False,False,-1,0,Audit
2928,187234,46191,6681,24,3,4,9361.7,230744.3,1,Valid,240106,-9361.700000000012,0.05,0.8,0.47910096456840096,0,False,True,False,False,False,False,True,False,1,0,Approve
2929,185759,9930,2701,25,12,2,9287.95,189102.05,1,Valid,198390,-9287.950000000012,0.05,0.8333333333333334,0.3311436592574249,0,False,True,False,False,False,False,True,False,1,0,Approve
2930,128756,9353,14175,22,18,0,38626.799999999996,113657.20000000001,1,Valid,152284,-38626.79999999999,0.3,0.7333333333333333,0.32690406660660476,0,False,False,False,False,False,False,True,False,1,2,Approve
2931,40995,12832,10122,26,24,8,2049.75,61899.25,1,Valid,63949,-2049.75,0.05,0.8666666666666667,0.6522545432369802,0,False,True,False,False,False,True,False,False,1,0,Approve
2932,32631,27951,16805,24,15,7,6526.200000000001,70860.8,1,Valid,77387,-6526.199999999997,0.2,0.8,1.148605313965248,0,True,False,False,False,False,False,True,False,1,3,Review
2933,196026,12770,16719,30,11,5,9801.300000000001,215713.7,1,Valid,225515,-9801.299999999988,0.05,1.0,0.38177491761296967,0,False,True,False,False,False,False,True,False,1,0,Approve
2934,167039,30525,9718,30,24,5,41759.75,165522.25,1,Valid,207282,-41759.75,0.25,1.0,0.38782604661186904,0,False,False,False,True,False,True,False,False,1,2,Approve
2935,118294,21556,56,24,11,3,35488.2,104417.8,1,Valid,139906,-35488.2,0.3,0.8,0.3378408034219825,0,False,False,False,False,False,False,False,False,1,2,Approve
2936,117278,20094,13973,25,12,1,29319.5,122025.5,1,Valid,151345,-29319.5,0.25,0.8333333333333334,0.41642209109978,0,False,False,False,True,True,False,False,False,1,2,Approve
2937,94471,12935,15352,29,19,3,4723.55,118034.45,1,Valid,122758,-4723.550000000003,0.05,0.9666666666666667,0.4783471647383853,0,False,True,False,False,False,False,True,False,1,0,Approve
2938,67116,7675,15052,21,17,1,13423.2,76419.8,1,Valid,89843,-13423.199999999997,0.2,0.7,0.45460903510340306,0,True,False,False,False,True,False,False,False,1,3,Approve
2939,122116,36280,3147,27,6,6,26865.52,134677.48,1,Valid,161543,-26865.51999999999,0.22,0.9,0.4574285433522225,0,False,False,True,False,False,False,False,True,1,1,Approve
2940,195299,16240,3537,30,21,8,9764.95,205311.05,-1,Valid,215076,-9764.950000000012,0.05,1.0,0.3540745984362439,0,False,True,False,False,True,False,False,False,-1,0,Approve
2941,163014,9005,721,30,8,1,32602.800000000003,140137.2,1,Valid,172740,-32602.79999999999,0.2,1.0,0.28132221772363114,0,True,False,False,False,False,True,False,False,1,1,Approve
2942,77664,11544,12269,23,15,8,23299.2,78177.8,1,Valid,101477,-23299.199999999997,0.3,0.7666666666666667,0.408833436341162,0,False,False,False,False,True,False,False,False,1,3,Approve
2943,189141,22332,16769,22,22,8,47285.25,180956.75,1,Valid,228242,-47285.25,0.25,0.7333333333333333,0.36084468729677854,0,False,False,False,True,True,False,False,False,1,2,Approve
2944,117342,31836,19201,18,20,7,29335.5,139043.5,1,Valid,168379,-29335.5,0.25,0.6,0.5130963337935266,0,False,False,False,True,True,False,False,False,1,3,Approve
2945,44407,19388,7426,30,10,0,11101.75,60119.25,1,Valid,71221,-11101.75,0.25,1.0,0.630954016258698,0,False,False,False,True,False,False,False,False,1,1,Approve
2946,143926,6694,13788,26,15,4,43177.799999999996,121230.20000000001,1,Valid,164408,-43177.79999999999,0.3,0.8666666666666667,0.3000365465586482,0,False,False,False,False,False,False,False,False,1,2,Approve
2947,89201,26141,14007,19,12,9,17840.2,111508.8,1,Valid,129349,-17840.199999999997,0.2,0.6333333333333333,0.539356509456172,0,True,False,False,False,False,False,False,True,1,3,Approve
2948,110093,27666,11079,23,11,3,33027.9,115810.1,1,Valid,148838,-33027.899999999994,0.3,0.7666666666666667,0.4462875023843478,0,False,False,False,False,False,True,False,False,1,2,Approve
2949,47878,43769,14346,25,18,6,11969.5,94023.5,1,Valid,105993,-11969.5,0.25,0.8333333333333334,1.0447063369397218,0,False,False,False,True,True,False,False,False,1,3,Review
2950,113100,44420,7115,20,24,7,5655.0,158980.0,1,Valid,164635,-5655.0,0.05,0.6666666666666666,0.5976702033598585,0,False,True,False,False,True,False,False,False,1,0,Approve
2951,108629,42349,10911,22,5,9,23898.38,137990.62,1,Valid,161889,-23898.380000000005,0.22,0.7333333333333333,0.567160574064016,0,False,False,True,False,True,False,False,False,1,3,Approve
2952,73168,42855,259,24,12,7,21950.399999999998,94331.6,1,Valid,116282,-21950.399999999994,0.3,0.8,0.6221186857642685,0,False,False,False,False,True,False,False,False,1,3,Approve
2953,84862,6460,8791,21,24,1,25458.6,74654.4,1,Valid,100113,-25458.600000000006,0.3,0.7,0.3254415403832104,0,False,False,False,False,False,False,False,False,1,3,Approve
2954,58004,41655,7536,29,5,2,11600.800000000001,95594.2,1,Valid,107195,-11600.800000000003,0.2,0.9666666666666667,0.8206513343907317,0,True,False,False,False,False,False,False,True,1,1,Review
2955,50471,46252,19639,22,22,9,10094.2,106267.8,1,Valid,116362,-10094.199999999997,0.2,0.7333333333333333,1.1149539339422638,0,True,False,False,False,False,False,True,False,1,3,Review
2956,121820,14835,8947,18,10,9,36546.0,109056.0,1,Valid,145602,-36546.0,0.3,0.6,0.3393112789361353,0,False,False,False,False,False,True,False,False,1,2,Approve
2957,132229,15910,11769,21,14,6,33057.25,126850.75,1,Valid,159908,-33057.25,0.25,0.7,0.3626279031074878,0,False,False,False,True,True,False,False,False,1,2,Approve
2958,95308,22221,19541,24,16,3,20967.76,116102.24,1,Valid,137070,-20967.759999999995,0.21999999999999997,0.8,0.520222562639023,0,False,False,True,False,False,False,False,True,1,3,Approve
2959,113969,30613,10950,29,5,5,22793.800000000003,304864.0627545718,1,Valid,155532,149332.0627545718,0.20000000000000004,0.9666666666666667,0.9387589504722472,1,True,False,False,False,False,False,True,False,1,1,Review
2960,44568,36353,16860,27,11,7,11142.0,86639.0,1,Valid,97781,-11142.0,0.25,0.9,1.0229514449829473,0,False,False,False,True,False,False,False,True,1,1,Review
2961,39466,43614,5283,24,19,7,1973.3000000000002,86389.7,1,Valid,88363,-1973.300000000003,0.05,0.8,1.1388894238078346,0,False,True,False,False,False,False,False,False,1,0,Review
2962,87324,13463,9791,27,8,6,17464.8,93113.2,1,Valid,110578,-17464.800000000003,0.19999999999999998,0.9,0.4151946772937566,0,True,False,False,False,False,False,True,False,1,1,Approve
2963,132208,18336,2359,27,19,1,33052.0,119851.0,1,Valid,152903,-33052.0,0.25,0.9,0.33278924119569164,0,False,False,False,True,False,False,False,True,1,2,Approve
2964,176539,31534,7405,21,20,1,44134.75,171343.25,1,Valid,215478,-44134.75,0.25,0.7,0.37520363772310933,0,False,False,False,True,False,False,False,False,1,2,Approve
2965,105955,7369,17645,29,22,2,23310.1,107658.9,1,Valid,130969,-23310.100000000006,0.21999999999999997,0.9666666666666667,0.3826036524939833,0,False,False,True,False,False,False,False,True,1,1,Approve
2966,177748,30381,14357,23,18,3,39104.56,183381.44,1,Valid,222486,-39104.56,0.21999999999999997,0.7666666666666667,0.402108220626955,0,False,False,True,False,False,False,False,True,1,2,Approve
2967,124791,24558,6323,30,23,0,6239.55,149432.45,1,Valid,155672,-6239.549999999988,0.05,1.0,0.4531563574296224,0,False,True,False,False,False,False,True,False,1,0,Approve
2968,192586,27369,5937,22,21,4,48146.5,177745.5,1,Valid,225892,-48146.5,0.25,0.7333333333333333,0.34297586532769775,0,False,False,False,True,False,False,False,False,1,2,Approve
2969,138718,38650,17966,18,12,6,34679.5,160654.5,1,Valid,195334,-34679.5,0.25,0.6,0.4977447050851368,0,False,False,False,True,True,False,False,False,1,2,Approve
2970,52650,35954,11030,25,13,9,11583.0,88051.0,1,Valid,99634,-11583.0,0.22,0.8333333333333334,0.837718898385565,0,False,False,True,False,False,True,False,False,1,3,Review
2971,118290,30407,17882,29,21,4,23658.0,142921.0,1,Valid,166579,-23658.0,0.2,0.9666666666666667,0.5106407980387184,0,True,False,False,False,False,False,True,False,1,1,Approve
2972,107701,40939,13003,24,21,6,21540.2,140102.8,1,Valid,161643,-21540.20000000001,0.2,0.8,0.5785214621962655,0,True,False,False,False,False,False,False,False,1,1,Approve
2973,40683,31767,10578,22,18,4,12204.9,70823.1,1,Valid,83028,-12204.899999999994,0.3,0.7333333333333333,0.9125956787847505,0,False,False,False,False,False,False,False,True,1,3,Review
2974,110978,7040,12979,30,15,9,24415.16,106581.84,1,Valid,130997,-24415.160000000003,0.22,1.0,0.34857586188253525,0,False,False,True,False,False,False,False,False,1,1,Approve
2975,34860,28116,2209,27,15,7,10458.0,54727.0,1,Valid,65185,-10458.0,0.3,0.9,0.8125989672977625,0,False,False,False,False,False,True,False,False,1,1,Review
2976,164801,31170,12060,27,12,6,36256.22,171774.78,1,Valid,208031,-36256.22,0.22,0.9,0.4103035418474402,0,False,False,True,False,False,True,False,False,1,2,Approve
2977,61351,11372,7228,24,9,0,3067.55,76883.45,1,Valid,79951,-3067.550000000003,0.05,0.8,0.48544009062606963,0,False,True,False,False,True,False,False,False,1,0,Approve
2978,92744,27369,9300,27,19,0,23186.0,106227.0,1,Valid,129413,-23186.0,0.25,0.9,0.49173747088760456,0,False,False,False,True,True,False,False,False,1,1,Approve
2979,185418,12562,8681,20,12,4,9270.9,197390.1,1,Valid,206661,-9270.899999999994,0.049999999999999996,0.6666666666666666,0.36051586145897374,0,False,True,False,False,False,True,False,False,1,0,Approve
2980,150198,49544,8196,25,23,1,33043.56,174894.44,1,Valid,207938,-33043.56,0.21999999999999997,0.8333333333333334,0.4976413267819811,0,False,False,True,False,False,False,True,False,1,2,Approve
2981,104155,10900,8267,22,5,8,26038.75,97283.25,1,Valid,123322,-26038.75,0.25,0.7333333333333333,0.34587945849935187,0,False,False,False,True,False,False,True,False,1,3,Approve
2982,151449,45733,5372,19,21,1,30289.800000000003,172264.2,1,Valid,202554,-30289.79999999999,0.2,0.6333333333333333,0.47266115986239593,0,True,False,False,False,False,False,False,True,1,2,Approve
2983,106700,26700,6150,19,20,8,21340.0,118210.0,1,Valid,139550,-21340.0,0.2,0.6333333333333333,0.449746954076851,0,True,False,False,False,True,False,False,False,1,3,Approve
2984,36955,46233,10920,21,10,9,11086.5,83021.5,1,Valid,94108,-11086.5,0.3,0.7,1.263040184007577,0,False,False,False,False,False,False,False,True,1,3,Review
2985,51662,5589,16001,24,22,1,11365.64,61886.36,1,Valid,73252,-11365.64,0.22,0.8,0.49556362510162205,0,False,False,True,False,True,False,False,False,1,3,Approve
2986,36408,10063,16856,27,7,3,8009.76,55317.24,1,Valid,63327,-8009.760000000002,0.22,0.9,0.7052618105910788,0,False,False,True,False,False,True,False,False,1,1,Approve
2987,31225,25017,15147,21,23,2,6245.0,65144.0,1,Valid,71389,-6245.0,0.2,0.7,1.091884707766213,0,True,False,False,False,False,False,True,False,1,3,Review
2988,173268,23374,17221,26,11,5,8663.4,205199.6,1,Valid,213863,-8663.399999999994,0.049999999999999996,0.8666666666666667,0.43906422420758595,0,False,True,False,False,False,False,True,False,1,0,Approve
2989,176444,27899,1186,19,8,3,44111.0,161418.0,1,Valid,205529,-44111.0,0.25,0.6333333333333333,0.3397157171680533,0,False,False,False,True,False,True,False,False,1,2,Approve
2990,47279,6258,6461,23,21,8,2363.9500000000003,167729.72331460688,1,Valid,59998,107731.72331460688,0.05,0.7666666666666667,1.1582397469147414,1,False,True,False,False,False,False,False,True,-1,0,Audit
2991,140401,18598,17865,21,7,8,7020.05,169843.95,1,Valid,176864,-7020.049999999988,0.05,0.7,0.4540700208687972,0,False,True,False,False,False,False,False,True,1,0,Approve
2992,122404,7866,11464,23,16,9,24480.800000000003,117253.2,1,Valid,141734,-24480.800000000003,0.2,0.7666666666666667,0.341178066076272,0,True,False,False,False,False,False,False,False,1,1,Approve
2993,199259,46504,14052,27,16,8,39851.8,219963.2,1,Valid,259815,-39851.79999999999,0.2,0.9,0.4456820520026699,0,True,False,False,False,True,False,False,False,1,2,Approve
2994,78481,35132,7332,26,14,2,15696.2,249363.63924729818,1,Valid,120945,128418.63924729818,0.2,0.8666666666666667,1.1602998403969043,1,True,False,False,False,False,False,False,True,1,1,Audit
2995,189547,34404,16615,27,15,2,56864.1,183701.9,1,Valid,240566,-56864.100000000006,0.3,0.9,0.3896483194141822,0,False,False,False,False,False,True,False,False,1,2,Approve
2996,74552,5637,327,29,20,3,3727.6000000000004,76788.4,1,Valid,80516,-3727.600000000006,0.05,0.9666666666666667,0.34055987766927776,0,False,True,False,False,False,False,False,True,1,0,Approve
2997,167930,29616,5239,26,9,8,36944.6,165840.4,1,Valid,202785,-36944.600000000006,0.22,0.8666666666666667,0.3761699517656166,0,False,False,True,False,False,False,True,False,1,2,Approve
2998,104474,42650,17333,26,16,5,26118.5,138338.5,1,Valid,164457,-26118.5,0.25,0.8666666666666667,0.6103092635488255,0,False,False,False,True,True,False,False,False,1,1,Approve
2999,55168,20828,10078,26,16,8,16550.399999999998,69523.6,1,Valid,86074,-16550.399999999994,0.29999999999999993,0.8666666666666667,0.5838834106728539,0,False,False,False,False,False,False,False,False,1,1,Approve
3000,62099,31196,7038,20,5,7,13661.78,86671.22,1,Valid,100333,-13661.779999999999,0.22,0.6666666666666666,0.653652490378267,0,False,False,True,False,True,False,False,False,1,3,Approve
3001,91455,41440,8048,29,3,6,4572.75,136370.25,1,Valid,140943,-4572.75,0.05,0.9666666666666667,0.6549830517740965,0,False,True,False,False,False,False,True,False,1,0,Approve
3002,84240,37022,14954,28,21,4,16848.0,119368.0,1,Valid,136216,-16848.0,0.2,0.9333333333333333,0.65414767331434,0,True,False,False,False,False,False,True,False,1,1,Approve
3003,104796,37202,2297,26,13,8,5239.8,139055.2,1,Valid,144295,-5239.799999999988,0.05,0.8666666666666667,0.5466473911217986,0,False,True,False,False,False,False,True,False,1,0,Approve
3004,84592,33704,17691,20,8,3,21148.0,114839.0,1,Valid,135987,-21148.0,0.25,0.6666666666666666,0.6293810289389068,0,False,False,False,True,False,False,True,False,1,3,Approve
3005,152181,30875,12703,27,17,3,45654.299999999996,150104.7,1,Valid,195759,-45654.29999999999,0.3,0.9,0.4021021678133275,0,False,False,False,False,False,True,False,False,1,2,Approve
3006,131611,28641,2779,20,5,7,39483.299999999996,123547.70000000001,1,Valid,163031,-39483.29999999999,0.3,0.6666666666666666,0.3750021654724909,0,False,False,False,False,False,False,False,False,1,2,Approve
3007,88046,42479,13706,22,6,3,22011.5,122219.5,1,Valid,144231,-22011.5,0.25,0.7333333333333333,0.656125775162983,0,False,False,False,True,False,False,True,False,1,3,Approve
3008,46488,18235,13225,23,2,6,10227.36,67720.64,1,Valid,77948,-10227.36,0.22,0.7666666666666667,0.6792654448459818,0,False,False,True,False,False,False,True,False,1,3,Approve
3009,148521,27027,7318,26,22,3,32674.62,150191.38,1,Valid,182866,-32674.619999999995,0.22,0.8666666666666667,0.3909454824570263,0,False,False,True,False,False,False,False,True,1,2,Approve
3010,161467,37927,19720,18,14,0,48440.1,170673.9,1,Valid,219114,-48440.100000000006,0.3,0.6,0.4477012021032161,0,False,False,False,False,False,False,False,False,1,2,Approve
3011,171917,47912,13531,25,4,9,51575.1,181784.9,1,Valid,233360,-51575.100000000006,0.3,0.8333333333333334,0.4523087885433087,0,False,False,False,False,True,False,False,False,1,2,Approve
3012,197131,47691,5335,21,3,8,39426.200000000004,210730.8,1,Valid,250157,-39426.20000000001,0.2,0.7,0.42558572725750893,0,True,False,False,False,False,False,False,False,1,2,Approve
3013,48394,32022,9530,27,9,3,10646.68,79299.32,1,Valid,89946,-10646.679999999993,0.22,0.9,0.8153406620655453,0,False,False,True,False,False,False,False,False,1,1,Review
3014,123993,10938,7502,24,18,2,30998.25,111434.75,1,Valid,142433,-30998.25,0.25,0.8,0.3230523094045632,0,False,False,False,True,False,False,False,False,1,2,Approve
3015,89332,49122,1649,23,12,2,19653.04,120449.95999999999,1,Valid,140103,-19653.040000000008,0.22,0.7666666666666667,0.6299924774996641,0,False,False,True,False,False,False,True,False,1,3,Approve
3016,198377,47692,13472,23,9,8,39675.4,219865.6,1,Valid,259541,-39675.399999999994,0.2,0.7666666666666667,0.4490343134536766,0,True,False,False,False,False,False,True,False,1,2,Approve
3017,72628,38348,2862,24,18,7,21788.399999999998,92049.6,1,Valid,113838,-21788.399999999994,0.3,0.8,0.6032477832241009,0,False,False,False,False,False,True,False,False,1,1,Approve
3018,51352,37209,917,21,13,9,15405.599999999999,74072.4,1,Valid,89478,-15405.600000000006,0.3,0.7,0.7279252998909487,0,False,False,False,False,True,False,False,False,1,3,Approve
3019,112971,42242,12444,23,14,6,22594.2,145062.8,1,Valid,167657,-22594.20000000001,0.2,0.7666666666666667,0.5678345770153401,0,True,False,False,False,False,False,False,True,1,3,Approve
3020,81993,14941,8353,20,10,6,20498.25,84788.75,1,Valid,105287,-20498.25,0.25,0.6666666666666666,0.4136807410388691,0,False,False,False,True,False,False,False,False,1,3,Approve
3021,133027,12073,5449,22,3,3,39908.1,110640.9,1,Valid,150549,-39908.100000000006,0.3,0.7333333333333333,0.29810617393461475,0,False,False,False,False,True,False,False,False,1,2,Approve
3022,150212,47430,2811,30,7,2,7510.6,192942.4,1,Valid,200453,-7510.600000000006,0.05,1.0,0.5172557452134317,0,False,True,False,False,True,False,False,False,1,0,Approve
3023,38539,42827,3421,30,18,3,11561.699999999999,73225.3,1,Valid,84787,-11561.699999999997,0.3,1.0,1.041145073821324,0,False,False,False,False,False,True,False,False,1,1,Review
3024,162335,42096,9290,30,16,5,8116.75,205604.25,1,Valid,213721,-8116.75,0.05,1.0,0.5008573320602457,0,False,True,False,False,False,False,False,True,1,0,Approve
3025,174377,5921,2721,19,17,3,34875.4,148143.6,1,Valid,183019,-34875.399999999994,0.2,0.6333333333333333,0.2731310895358906,0,True,False,False,False,False,False,False,False,1,2,Approve
3026,83817,7773,10892,20,6,3,16763.4,85718.6,1,Valid,102482,-16763.399999999994,0.2,0.6666666666666666,0.3828862879845377,0,True,False,False,False,False,False,False,True,1,3,Approve
3027,185470,9462,19637,30,12,1,55641.0,158928.0,1,Valid,214569,-55641.0,0.3,1.0,0.3092376125518952,0,False,False,False,False,False,True,False,False,1,2,Approve
3028,79107,25960,15256,26,19,6,17403.54,102919.45999999999,1,Valid,120323,-17403.540000000008,0.22,0.8666666666666667,0.5794258156673872,0,False,False,True,False,False,False,True,False,1,1,Approve
3029,193224,35268,788,23,3,5,9661.2,219618.8,1,Valid,229280,-9661.200000000012,0.05,0.7666666666666667,0.4152136380573842,0,False,True,False,False,True,False,False,False,1,0,Approve
3030,191696,24818,16640,20,3,1,47924.0,185230.0,1,Valid,233154,-47924.0,0.25,0.6666666666666666,0.3677082463901177,0,False,False,False,True,False,False,False,False,1,2,Approve
3031,159240,44501,4025,19,18,4,47772.0,159994.0,1,Valid,207766,-47772.0,0.3,0.6333333333333333,0.42078686259733733,0,False,False,False,False,False,False,True,False,1,2,Approve
3032,129655,49542,6741,22,11,5,32413.75,153524.25,1,Valid,185938,-32413.75,0.25,0.7333333333333333,0.5236695461031198,0,False,False,False,True,False,True,False,False,1,2,Approve
3033,86132,47078,3654,27,6,4,25839.6,111024.4,1,Valid,136864,-25839.600000000006,0.3,0.9,0.6180597222867227,0,False,False,False,False,False,False,False,True,1,1,Approve
3034,155701,6865,13580,22,19,3,34254.22,141891.78,1,Valid,176146,-34254.22,0.22,0.7333333333333333,0.3171947129433979,0,False,False,True,False,True,False,False,False,1,2,Approve
3035,135494,35706,7660,18,5,8,29808.68,149051.32,1,Valid,178860,-29808.679999999993,0.22,0.6,0.4523875300751325,0,False,False,True,False,False,False,False,False,1,2,Approve
3036,82979,33887,3251,20,13,2,18255.38,101861.62,1,Valid,120117,-18255.380000000005,0.22,0.6666666666666666,0.5433734559346342,0,False,False,True,False,False,False,True,False,1,3,Approve
3037,88013,35511,5268,24,5,1,19362.86,109429.14,1,Valid,128792,-19362.86,0.22,0.8,0.5523450172133662,0,False,False,True,False,False,False,True,False,1,3,Approve
3038,93797,38479,11781,26,3,8,18759.4,125297.6,1,Valid,144057,-18759.399999999994,0.2,0.8666666666666667,0.6025265200379543,0,True,False,False,False,True,False,False,False,1,1,Approve
3039,81798,45478,13489,22,19,7,16359.6,124405.4,1,Valid,140765,-16359.600000000006,0.2,0.7333333333333333,0.7281292941147705,0,True,False,False,False,False,False,False,True,1,3,Approve
3040,177722,31401,15131,21,17,8,8886.1,215367.9,1,Valid,224254,-8886.100000000006,0.05,0.7,0.45976339451502907,0,False,True,False,False,False,True,False,False,1,0,Approve
3041,187086,33502,7562,20,22,9,46771.5,181378.5,1,Valid,228150,-46771.5,0.25,0.6666666666666666,0.3746028564403536,0,False,False,False,True,False,False,False,True,1,2,Approve
3042,106421,18394,15987,27,3,2,31926.3,108875.7,1,Valid,140802,-31926.300000000003,0.3,0.9,0.4211237443737608,0,False,False,False,False,False,False,False,True,1,1,Approve
3043,37434,38158,14391,30,15,0,11230.199999999999,78752.8,1,Valid,89983,-11230.199999999997,0.3,1.0,1.1542004594753432,0,False,False,False,False,False,False,False,True,1,1,Review
3044,60028,14262,2152,26,17,0,12005.6,64436.4,1,Valid,76442,-12005.599999999999,0.2,0.8666666666666667,0.4278223495702006,0,True,False,False,False,True,False,False,False,1,1,Approve
3045,96558,9487,8738,24,13,2,28967.399999999998,85815.6,1,Valid,114783,-28967.399999999994,0.3,0.8,0.33307317881480564,0,False,False,False,False,True,False,False,False,1,1,Approve
3046,54331,32341,7888,29,14,3,10866.2,83693.8,1,Valid,94560,-10866.199999999997,0.2,0.9666666666666667,0.7437915738712706,0,True,False,False,False,False,True,False,False,1,1,Approve
3047,97573,48388,10096,24,16,1,4878.650000000001,151178.35,1,Valid,156057,-4878.649999999994,0.05,0.8,0.6942238631588658,0,False,True,False,False,False,False,False,True,1,0,Approve
3048,159473,18570,5474,30,11,7,39868.25,143648.75,1,Valid,183517,-39868.25,0.25,1.0,0.32710756679814135,0,False,False,False,True,True,False,False,False,1,2,Approve
3049,112979,34605,488,25,17,2,5648.950000000001,142423.05,1,Valid,148072,-5648.950000000012,0.05000000000000001,0.8333333333333334,0.5019987342780516,0,False,True,False,False,False,True,False,False,1,0,Approve
3050,34123,11066,18206,27,5,3,7507.06,55887.94,-1,Valid,63395,-7507.059999999998,0.22,0.9,0.7811324326700466,0,False,False,True,False,False,True,False,False,-1,1,Approve
3051,46603,42262,5622,18,21,5,10252.66,84234.34,1,Valid,94487,-10252.660000000003,0.22,0.6,0.9411776495075423,0,False,False,True,False,False,False,False,True,1,3,Review
3052,95941,31723,19505,28,15,9,21107.02,126061.98,1,Valid,147169,-21107.020000000004,0.22,0.9333333333333333,0.5874370081612658,0,False,False,True,False,False,False,False,False,1,1,Approve
3053,72597,8572,3774,21,18,5,3629.8500000000004,81313.15,1,Valid,84943,-3629.850000000006,0.05,0.7,0.3988449247214072,0,False,True,False,False,False,False,False,True,1,0,Approve
3054,114238,17670,6446,30,16,1,34271.4,104082.6,1,Valid,138354,-34271.399999999994,0.3,1.0,0.3521295891034507,0,False,False,False,False,False,False,False,False,1,1,Approve
3055,71751,32839,19836,30,14,5,17937.75,106488.25,1,Valid,124426,-17937.75,0.25,1.0,0.7112496689941603,0,False,False,False,True,False,True,False,False,1,1,Approve
3056,156462,33401,8572,22,14,3,34421.64,317824.4098463511,1,Valid,198435,119389.40984635107,0.22,0.7333333333333333,0.711222679972807,1,False,False,True,False,True,False,False,False,1,2,Approve
3057,116978,15249,7833,22,13,4,25735.16,114324.84,1,Valid,140060,-25735.160000000003,0.22,0.7333333333333333,0.365427276923866,0,False,False,True,False,False,False,True,False,1,3,Approve
3058,47693,7311,10258,18,1,6,10492.460000000001,54769.54,1,Valid,65262,-10492.46,0.22000000000000003,0.6,0.4703554400016774,0,False,False,True,False,False,True,False,False,1,3,Approve
3059,198769,37011,12416,20,6,6,49692.25,198503.75,1,Valid,248196,-49692.25,0.25,0.6666666666666666,0.3928194285829279,0,False,False,False,True,True,False,False,False,1,2,Approve
3060,124524,48839,4887,19,23,5,27395.28,150854.72,1,Valid,178250,-27395.28,0.22,0.6333333333333333,0.5320911310269506,0,False,False,True,False,False,True,False,False,1,3,Approve
3061,127869,44541,19374,29,11,9,31967.25,159816.75,1,Valid,191784,-31967.25,0.25,0.9666666666666667,0.5597418060671469,0,False,False,False,True,False,False,False,True,1,2,Approve
3062,191064,44673,19831,24,11,5,42034.08,213533.91999999998,1,Valid,255568,-42034.080000000016,0.22,0.8,0.4599436628564251,0,False,False,True,False,False,False,False,False,1,2,Approve
3063,93825,8642,16605,30,16,5,4691.25,114380.75,1,Valid,119072,-4691.25,0.05,1.0,0.4556624034106048,0,False,True,False,False,False,True,False,False,1,0,Approve
